Commodity,Date,Unit,Minimum,Maximum,Average
Sugarbeet,1/16/2016,Kg,50,60,55
Red Cabbbage,1/16/2016,Kg,80,90,85
Lettuce,1/16/2016,Kg,50,60,55
Knolkhol,1/16/2016,Kg,40,50,45
Celery,1/16/2016,Kg,90,100,95
Parseley,1/16/2016,Kg,90,100,95
Fennel Leaf,1/16/2016,Kg,50,60,55
Mint,1/16/2016,Kg,80,90,85
Turnip A,1/16/2016,Kg,40,50,45
Tamarind,1/16/2016,Kg,90,100,95
Bamboo Shoot,1/16/2016,Kg,70,80,75
Tofu,1/16/2016,Kg,70,80,75
Gundruk,1/16/2016,Kg,200,210,205
Apple(Jholey),1/16/2016,Kg,80,90,85
Banana,1/16/2016,Doz,60,65,62.5
Lime,1/16/2016,Kg,400,450,425
Pomegranate,1/16/2016,Kg,170,180,175
Grapes(Green),1/16/2016,Kg,150,170,160
Orange(Nepali),1/16/2016,Kg,65,80,72.5
Water Melon(Green),1/16/2016,Kg,45,50,47.5
Sweet Orange,1/16/2016,Kg,100,110,105
Pineapple,1/16/2016,1 Pc,80,90,85
Cucumber(Local),1/16/2016,Kg,70,90,80
Lemon,1/16/2016,Kg,30,35,32.5
Pear(Local),1/16/2016,Kg,160,170,165
Papaya(Nepali),1/16/2016,Kg,55,60,57.5
Mombin,1/16/2016,Kg,25,30,27.5
Ginger,1/16/2016,Kg,50,60,55
Chilli Dry,1/16/2016,Kg,270,280,275
Chilli Green,1/16/2016,Kg,40,50,45
Capsicum,1/16/2016,Kg,45,60,52.5
Garlic Green,1/16/2016,Kg,90,100,95
Coriander Green,1/16/2016,Kg,80,90,85
Garlic Dry Chinese,1/16/2016,Kg,250,260,255
Garlic Dry Nepali,1/16/2016,Kg,240,250,245
Clive Dry,1/16/2016,Kg,90,100,95
Clive Green,1/16/2016,Kg,90,100,95
Fish Fresh,1/16/2016,Kg,250,260,255
Tomato Big(Nepali),1/17/2016,Kg,40,45,42.5
Tomato Small(Local),1/17/2016,Kg,15,20,17.5
Potato Red,1/17/2016,Kg,25,30,27.5
Potato White,1/17/2016,Kg,20,25,22.5
Onion Dry (Indian),1/17/2016,Kg,30,33,31.5
Carrot(Local),1/17/2016,Kg,30,40,35
Cabbage(Local),1/17/2016,Kg,20,25,22.5
Cauli Local,1/17/2016,Kg,20,30,25
Cauli Terai,1/17/2016,Kg,15,20,17.5
Raddish Red,1/17/2016,Kg,20,25,22.5
Raddish White(Local),1/17/2016,Kg,18,20,19
Brinjal Long,1/17/2016,Kg,30,40,35
Brinjal Round,1/17/2016,Kg,30,40,35
Cow pea(Long),1/17/2016,Kg,70,80,75
Green Peas,1/17/2016,Kg,70,80,75
French Bean(Local),1/17/2016,Kg,50,60,55
Sword Bean,1/17/2016,Kg,30,40,35
Bitter Gourd,1/17/2016,Kg,70,80,75
Bottle Gourd,1/17/2016,Kg,40,50,45
Pointed Gourd(Local),1/17/2016,Kg,90,100,95
Pumpkin,1/17/2016,Kg,18,20,19
Squash(Long),1/17/2016,Kg,50,60,55
Okara,1/17/2016,Kg,80,90,85
Sweet Potato,1/17/2016,Kg,40,50,45
Barela,1/17/2016,Kg,30,40,35
Arum,1/17/2016,Kg,30,40,35
Christophine,1/17/2016,Kg,30,40,35
Brd Leaf Mustard,1/17/2016,Kg,40,50,45
Spinach Leaf,1/17/2016,Kg,50,60,55
Cress Leaf,1/17/2016,Kg,50,60,55
Mustard Leaf,1/17/2016,Kg,40,50,45
Fenugreek Leaf,1/17/2016,Kg,50,60,55
Onion Green,1/17/2016,Kg,70,75,72.5
Bakula,1/17/2016,Kg,50,60,55
Yam,1/17/2016,Kg,25,30,27.5
Mushroom(Kanya),1/17/2016,Kg,170,180,175
Brocauli,1/17/2016,Kg,30,40,35
Sugarbeet,1/17/2016,Kg,60,70,65
Red Cabbbage,1/17/2016,Kg,80,90,85
Lettuce,1/17/2016,Kg,50,60,55
Knolkhol,1/17/2016,Kg,40,50,45
Celery,1/17/2016,Kg,90,100,95
Parseley,1/17/2016,Kg,90,100,95
Fennel Leaf,1/17/2016,Kg,50,60,55
Mint,1/17/2016,Kg,80,90,85
Turnip A,1/17/2016,Kg,40,50,45
Tamarind,1/17/2016,Kg,90,100,95
Bamboo Shoot,1/17/2016,Kg,70,80,75
Tofu,1/17/2016,Kg,70,80,75
Gundruk,1/17/2016,Kg,200,210,205
Apple(Jholey),1/17/2016,Kg,80,90,85
Banana,1/17/2016,Doz,60,70,65
Lime,1/17/2016,Kg,400,450,425
Pomegranate,1/17/2016,Kg,150,160,155
Grapes(Green),1/17/2016,Kg,140,150,145
Orange(Nepali),1/17/2016,Kg,70,80,75
Water Melon(Green),1/17/2016,Kg,50,60,55
Sweet Orange,1/17/2016,Kg,90,100,95
Pineapple,1/17/2016,1 Pc,80,90,85
Cucumber(Local),1/17/2016,Kg,80,90,85
Lemon,1/17/2016,Kg,30,35,32.5
Pear(Local),1/17/2016,Kg,180,190,185
Papaya(Nepali),1/17/2016,Kg,60,70,65
Mombin,1/17/2016,Kg,25,30,27.5
Ginger,1/17/2016,Kg,50,60,55
Chilli Dry,1/17/2016,Kg,270,280,275
Chilli Green,1/17/2016,Kg,40,50,45
Capsicum,1/17/2016,Kg,50,55,52.5
Garlic Green,1/17/2016,Kg,90,100,95
Coriander Green,1/17/2016,Kg,90,100,95
Garlic Dry Chinese,1/17/2016,Kg,250,260,255
Garlic Dry Nepali,1/17/2016,Kg,240,250,245
Clive Dry,1/17/2016,Kg,90,100,95
Clive Green,1/17/2016,Kg,90,100,95
Fish Fresh,1/17/2016,Kg,250,260,255
Tomato Big(Nepali),1/18/2016,Kg,40,45,42.5
Tomato Small(Local),1/18/2016,Kg,15,20,17.5
Potato Red,1/18/2016,Kg,25,30,27.5
Potato White,1/18/2016,Kg,20,25,22.5
Onion Dry (Indian),1/18/2016,Kg,30,33,31.5
Carrot(Local),1/18/2016,Kg,30,40,35
Cabbage(Local),1/18/2016,Kg,20,25,22.5
Cauli Local,1/18/2016,Kg,20,30,25
Cauli Terai,1/18/2016,Kg,15,20,17.5
Raddish Red,1/18/2016,Kg,25,30,27.5
Raddish White(Local),1/18/2016,Kg,15,20,17.5
Brinjal Long,1/18/2016,Kg,35,40,37.5
Brinjal Round,1/18/2016,Kg,35,40,37.5
Cow pea(Long),1/18/2016,Kg,70,80,75
Green Peas,1/18/2016,Kg,70,80,75
French Bean(Local),1/18/2016,Kg,50,60,55
Sword Bean,1/18/2016,Kg,35,40,37.5
Bitter Gourd,1/18/2016,Kg,90,100,95
Bottle Gourd,1/18/2016,Kg,40,50,45
Pointed Gourd(Local),1/18/2016,Kg,90,100,95
Pumpkin,1/18/2016,Kg,18,20,19
Squash(Long),1/18/2016,Kg,40,50,45
Okara,1/18/2016,Kg,90,100,95
Sweet Potato,1/18/2016,Kg,40,50,45
Barela,1/18/2016,Kg,40,50,45
Arum,1/18/2016,Kg,30,40,35
Christophine,1/18/2016,Kg,30,40,35
Brd Leaf Mustard,1/18/2016,Kg,40,50,45
Spinach Leaf,1/18/2016,Kg,50,60,55
Cress Leaf,1/18/2016,Kg,50,60,55
Mustard Leaf,1/18/2016,Kg,40,50,45
Fenugreek Leaf,1/18/2016,Kg,50,60,55
Onion Green,1/18/2016,Kg,70,80,75
Bakula,1/18/2016,Kg,50,60,55
Yam,1/18/2016,Kg,30,35,32.5
Mushroom(Kanya),1/18/2016,Kg,170,180,175
Brocauli,1/18/2016,Kg,30,40,35
Sugarbeet,1/18/2016,Kg,50,60,55
Red Cabbbage,1/18/2016,Kg,80,90,85
Lettuce,1/18/2016,Kg,50,60,55
Knolkhol,1/18/2016,Kg,40,50,45
Celery,1/18/2016,Kg,90,100,95
Parseley,1/18/2016,Kg,90,100,95
Fennel Leaf,1/18/2016,Kg,50,60,55
Mint,1/18/2016,Kg,80,90,85
Turnip A,1/18/2016,Kg,40,50,45
Tamarind,1/18/2016,Kg,90,100,95
Bamboo Shoot,1/18/2016,Kg,70,80,75
Tofu,1/18/2016,Kg,70,80,75
Gundruk,1/18/2016,Kg,200,210,205
Apple(Jholey),1/18/2016,Kg,80,90,85
Banana,1/18/2016,Doz,60,70,65
Lime,1/18/2016,Kg,400,450,425
Pomegranate,1/18/2016,Kg,160,170,165
Grapes(Green),1/18/2016,Kg,140,150,145
Orange(Nepali),1/18/2016,Kg,70,80,75
Water Melon(Green),1/18/2016,Kg,50,60,55
Sweet Orange,1/18/2016,Kg,90,100,95
Pineapple,1/18/2016,1 Pc,80,90,85
Cucumber(Local),1/18/2016,Kg,80,90,85
Lemon,1/18/2016,Kg,30,35,32.5
Pear(Local),1/18/2016,Kg,180,190,185
Papaya(Nepali),1/18/2016,Kg,60,70,65
Mombin,1/18/2016,Kg,30,35,32.5
Ginger,1/18/2016,Kg,40,50,45
Chilli Dry,1/18/2016,Kg,270,280,275
Chilli Green,1/18/2016,Kg,40,50,45
Capsicum,1/18/2016,Kg,50,60,55
Garlic Green,1/18/2016,Kg,90,100,95
Coriander Green,1/18/2016,Kg,90,100,95
Garlic Dry Chinese,1/18/2016,Kg,250,260,255
Garlic Dry Nepali,1/18/2016,Kg,240,250,245
Clive Dry,1/18/2016,Kg,90,100,95
Clive Green,1/18/2016,Kg,90,100,95
Fish Fresh,1/18/2016,Kg,250,260,255
Tomato Big(Nepali),1/19/2016,Kg,40,50,45
Tomato Small(Local),1/19/2016,Kg,15,20,17.5
Potato Red,1/19/2016,Kg,25,30,27.5
Potato White,1/19/2016,Kg,20,25,22.5
Onion Dry (Indian),1/19/2016,Kg,30,32,31
Carrot(Local),1/19/2016,Kg,35,40,37.5
Cabbage(Local),1/19/2016,Kg,20,25,22.5
Cauli Local,1/19/2016,Kg,20,30,25
Cauli Terai,1/19/2016,Kg,18,20,19
Raddish Red,1/19/2016,Kg,25,30,27.5
Raddish White(Local),1/19/2016,Kg,18,20,19
Brinjal Long,1/19/2016,Kg,30,40,35
Brinjal Round,1/19/2016,Kg,30,40,35
Cow pea(Long),1/19/2016,Kg,70,80,75
Green Peas,1/19/2016,Kg,60,70,65
French Bean(Local),1/19/2016,Kg,50,60,55
Sword Bean,1/19/2016,Kg,30,40,35
Bitter Gourd,1/19/2016,Kg,90,100,95
Bottle Gourd,1/19/2016,Kg,40,50,45
Pointed Gourd(Local),1/19/2016,Kg,90,100,95
Pumpkin,1/19/2016,Kg,18,20,19
Squash(Long),1/19/2016,Kg,40,50,45
Okara,1/19/2016,Kg,90,100,95
Sweet Potato,1/19/2016,Kg,40,50,45
Barela,1/19/2016,Kg,40,50,45
Arum,1/19/2016,Kg,30,40,35
Christophine,1/19/2016,Kg,30,40,35
Brd Leaf Mustard,1/19/2016,Kg,40,50,45
Spinach Leaf,1/19/2016,Kg,50,60,55
Cress Leaf,1/19/2016,Kg,50,60,55
Mustard Leaf,1/19/2016,Kg,40,50,45
Fenugreek Leaf,1/19/2016,Kg,50,60,55
Onion Green,1/19/2016,Kg,80,90,85
Bakula,1/19/2016,Kg,50,60,55
Yam,1/19/2016,Kg,30,35,32.5
Mushroom(Kanya),1/19/2016,Kg,170,180,175
Brocauli,1/19/2016,Kg,30,40,35
Sugarbeet,1/19/2016,Kg,50,60,55
Red Cabbbage,1/19/2016,Kg,80,90,85
Lettuce,1/19/2016,Kg,50,60,55
Knolkhol,1/19/2016,Kg,40,50,45
Celery,1/19/2016,Kg,90,100,95
Parseley,1/19/2016,Kg,90,100,95
Fennel Leaf,1/19/2016,Kg,50,60,55
Mint,1/19/2016,Kg,80,90,85
Turnip A,1/19/2016,Kg,40,50,45
Tamarind,1/19/2016,Kg,90,100,95
Bamboo Shoot,1/19/2016,Kg,70,80,75
Tofu,1/19/2016,Kg,70,80,75
Gundruk,1/19/2016,Kg,200,210,205
Apple(Jholey),1/19/2016,Kg,80,90,85
Banana,1/19/2016,Doz,60,70,65
Lime,1/19/2016,Kg,400,450,425
Pomegranate,1/19/2016,Kg,170,180,175
Grapes(Green),1/19/2016,Kg,140,150,145
Orange(Nepali),1/19/2016,Kg,70,80,75
Water Melon(Green),1/19/2016,Kg,50,60,55
Sweet Orange,1/19/2016,Kg,90,100,95
Pineapple,1/19/2016,1 Pc,80,90,85
Cucumber(Local),1/19/2016,Kg,80,90,85
Lemon,1/19/2016,Kg,30,35,32.5
Pear(Local),1/19/2016,Kg,180,190,185
Papaya(Nepali),1/19/2016,Kg,60,70,65
Mombin,1/19/2016,Kg,30,35,32.5
Ginger,1/19/2016,Kg,40,50,45
Chilli Dry,1/19/2016,Kg,270,280,275
Chilli Green,1/19/2016,Kg,40,50,45
Capsicum,1/19/2016,Kg,50,60,55
Garlic Green,1/19/2016,Kg,90,100,95
Coriander Green,1/19/2016,Kg,90,100,95
Garlic Dry Chinese,1/19/2016,Kg,250,260,255
Garlic Dry Nepali,1/19/2016,Kg,240,250,245
Clive Dry,1/19/2016,Kg,90,100,95
Clive Green,1/19/2016,Kg,90,100,95
Fish Fresh,1/19/2016,Kg,250,260,255
Tomato Big(Nepali),1/20/2016,Kg,40,50,45
Tomato Small(Local),1/20/2016,Kg,15,20,17.5
Potato Red,1/20/2016,Kg,25,30,27.5
Potato White,1/20/2016,Kg,20,25,22.5
Onion Dry (Indian),1/20/2016,Kg,30,32,31
Carrot(Local),1/20/2016,Kg,35,40,37.5
Cabbage(Local),1/20/2016,Kg,20,25,22.5
Cauli Local,1/20/2016,Kg,20,30,25
Cauli Terai,1/20/2016,Kg,15,20,17.5
Raddish Red,1/20/2016,Kg,25,30,27.5
Raddish White(Local),1/20/2016,Kg,15,20,17.5
Brinjal Long,1/20/2016,Kg,30,40,35
Brinjal Round,1/20/2016,Kg,30,40,35
Cow pea(Long),1/20/2016,Kg,70,80,75
Green Peas,1/20/2016,Kg,60,70,65
French Bean(Local),1/20/2016,Kg,50,60,55
Sword Bean,1/20/2016,Kg,30,40,35
Bitter Gourd,1/20/2016,Kg,90,100,95
Bottle Gourd,1/20/2016,Kg,35,40,37.5
Pointed Gourd(Local),1/20/2016,Kg,90,100,95
Pumpkin,1/20/2016,Kg,18,20,19
Squash(Long),1/20/2016,Kg,35,40,37.5
Okara,1/20/2016,Kg,100,110,105
Sweet Potato,1/20/2016,Kg,40,50,45
Barela,1/20/2016,Kg,35,40,37.5
Arum,1/20/2016,Kg,30,40,35
Christophine,1/20/2016,Kg,30,40,35
Brd Leaf Mustard,1/20/2016,Kg,40,50,45
Spinach Leaf,1/20/2016,Kg,50,60,55
Cress Leaf,1/20/2016,Kg,50,60,55
Mustard Leaf,1/20/2016,Kg,40,50,45
Fenugreek Leaf,1/20/2016,Kg,50,60,55
Onion Green,1/20/2016,Kg,80,90,85
Bakula,1/20/2016,Kg,50,60,55
Yam,1/20/2016,Kg,30,35,32.5
Mushroom(Kanya),1/20/2016,Kg,170,180,175
Brocauli,1/20/2016,Kg,30,35,32.5
Sugarbeet,1/20/2016,Kg,50,60,55
Red Cabbbage,1/20/2016,Kg,80,90,85
Lettuce,1/20/2016,Kg,50,60,55
Knolkhol,1/20/2016,Kg,40,50,45
Celery,1/20/2016,Kg,90,100,95
Parseley,1/20/2016,Kg,90,100,95
Fennel Leaf,1/20/2016,Kg,50,60,55
Mint,1/20/2016,Kg,80,90,85
Turnip A,1/20/2016,Kg,40,50,45
Tamarind,1/20/2016,Kg,90,100,95
Bamboo Shoot,1/20/2016,Kg,70,80,75
Tofu,1/20/2016,Kg,70,80,75
Gundruk,1/20/2016,Kg,200,210,205
Apple(Jholey),1/20/2016,Kg,80,90,85
Banana,1/20/2016,Doz,70,80,75
Lime,1/20/2016,Kg,400,450,425
Pomegranate,1/20/2016,Kg,170,180,175
Grapes(Green),1/20/2016,Kg,100,110,105
Orange(Nepali),1/20/2016,Kg,60,70,65
Water Melon(Green),1/20/2016,Kg,50,60,55
Sweet Orange,1/20/2016,Kg,70,80,75
Pineapple,1/20/2016,1 Pc,80,90,85
Cucumber(Local),1/20/2016,Kg,80,90,85
Lemon,1/20/2016,Kg,35,40,37.5
Pear(Local),1/20/2016,Kg,170,180,175
Papaya(Nepali),1/20/2016,Kg,60,70,65
Mombin,1/20/2016,Kg,30,35,32.5
Ginger,1/20/2016,Kg,40,50,45
Chilli Dry,1/20/2016,Kg,270,280,275
Chilli Green,1/20/2016,Kg,40,50,45
Capsicum,1/20/2016,Kg,50,60,55
Garlic Green,1/20/2016,Kg,90,100,95
Coriander Green,1/20/2016,Kg,90,100,95
Garlic Dry Chinese,1/20/2016,Kg,250,260,255
Garlic Dry Nepali,1/20/2016,Kg,240,250,245
Clive Dry,1/20/2016,Kg,90,100,95
Clive Green,1/20/2016,Kg,90,100,95
Fish Fresh,1/20/2016,Kg,250,260,255
Tomato Big(Nepali),1/21/2016,Kg,40,50,45
Tomato Small(Local),1/21/2016,Kg,15,20,17.5
Potato Red,1/21/2016,Kg,25,30,27.5
Potato White,1/21/2016,Kg,20,25,22.5
Onion Dry (Indian),1/21/2016,Kg,30,32,31
Carrot(Local),1/21/2016,Kg,35,40,37.5
Cabbage(Local),1/21/2016,Kg,20,25,22.5
Cauli Local,1/21/2016,Kg,20,30,25
Cauli Terai,1/21/2016,Kg,15,20,17.5
Raddish Red,1/21/2016,Kg,25,30,27.5
Raddish White(Local),1/21/2016,Kg,15,20,17.5
Brinjal Long,1/21/2016,Kg,30,40,35
Brinjal Round,1/21/2016,Kg,30,40,35
Cow pea(Long),1/21/2016,Kg,70,80,75
Green Peas,1/21/2016,Kg,60,70,65
French Bean(Local),1/21/2016,Kg,50,60,55
Sword Bean,1/21/2016,Kg,30,40,35
Bitter Gourd,1/21/2016,Kg,90,100,95
Bottle Gourd,1/21/2016,Kg,30,40,35
Pointed Gourd(Local),1/21/2016,Kg,90,100,95
Pumpkin,1/21/2016,Kg,18,20,19
Squash(Long),1/21/2016,Kg,30,40,35
Okara,1/21/2016,Kg,100,110,105
Sweet Potato,1/21/2016,Kg,40,50,45
Barela,1/21/2016,Kg,35,40,37.5
Arum,1/21/2016,Kg,30,40,35
Christophine,1/21/2016,Kg,30,40,35
Brd Leaf Mustard,1/21/2016,Kg,40,50,45
Spinach Leaf,1/21/2016,Kg,50,60,55
Cress Leaf,1/21/2016,Kg,50,60,55
Mustard Leaf,1/21/2016,Kg,40,50,45
Fenugreek Leaf,1/21/2016,Kg,50,60,55
Onion Green,1/21/2016,Kg,70,80,75
Bakula,1/21/2016,Kg,50,60,55
Yam,1/21/2016,Kg,30,35,32.5
Mushroom(Kanya),1/21/2016,Kg,170,180,175
Brocauli,1/21/2016,Kg,25,30,27.5
Sugarbeet,1/21/2016,Kg,50,60,55
Red Cabbbage,1/21/2016,Kg,80,90,85
Lettuce,1/21/2016,Kg,50,60,55
Knolkhol,1/21/2016,Kg,40,50,45
Celery,1/21/2016,Kg,90,100,95
Parseley,1/21/2016,Kg,90,100,95
Fennel Leaf,1/21/2016,Kg,50,60,55
Mint,1/21/2016,Kg,80,90,85
Turnip A,1/21/2016,Kg,40,50,45
Tamarind,1/21/2016,Kg,90,100,95
Bamboo Shoot,1/21/2016,Kg,70,80,75
Tofu,1/21/2016,Kg,70,80,75
Gundruk,1/21/2016,Kg,200,210,205
Apple(Jholey),1/21/2016,Kg,80,90,85
Banana,1/21/2016,Doz,70,80,75
Lime,1/21/2016,Kg,400,450,425
Pomegranate,1/21/2016,Kg,160,170,165
Grapes(Green),1/21/2016,Kg,100,110,105
Orange(Nepali),1/21/2016,Kg,80,90,85
Water Melon(Green),1/21/2016,Kg,50,60,55
Sweet Orange,1/21/2016,Kg,70,80,75
Pineapple,1/21/2016,1 Pc,80,90,85
Cucumber(Local),1/21/2016,Kg,80,90,85
Lemon,1/21/2016,Kg,30,35,32.5
Pear(Local),1/21/2016,Kg,180,190,185
Papaya(Nepali),1/21/2016,Kg,60,70,65
Mombin,1/21/2016,Kg,30,35,32.5
Ginger,1/21/2016,Kg,40,50,45
Chilli Dry,1/21/2016,Kg,270,280,275
Chilli Green,1/21/2016,Kg,40,50,45
Capsicum,1/21/2016,Kg,40,50,45
Garlic Green,1/21/2016,Kg,90,100,95
Coriander Green,1/21/2016,Kg,90,100,95
Garlic Dry Chinese,1/21/2016,Kg,250,260,255
Garlic Dry Nepali,1/21/2016,Kg,240,250,245
Clive Dry,1/21/2016,Kg,90,100,95
Clive Green,1/21/2016,Kg,90,100,95
Fish Fresh,1/21/2016,Kg,250,260,255
Tomato Big(Nepali),1/22/2016,Kg,40,50,45
Tomato Small(Local),1/22/2016,Kg,15,20,17.5
Potato Red,1/22/2016,Kg,25,30,27.5
Potato White,1/22/2016,Kg,20,25,22.5
Onion Dry (Indian),1/22/2016,Kg,30,32,31
Carrot(Local),1/22/2016,Kg,35,40,37.5
Cabbage(Local),1/22/2016,Kg,20,25,22.5
Cauli Local,1/22/2016,Kg,25,30,27.5
Cauli Terai,1/22/2016,Kg,20,25,22.5
Raddish Red,1/22/2016,Kg,25,30,27.5
Raddish White(Local),1/22/2016,Kg,15,20,17.5
Brinjal Long,1/22/2016,Kg,30,40,35
Brinjal Round,1/22/2016,Kg,30,40,35
Cow pea(Long),1/22/2016,Kg,70,80,75
Green Peas,1/22/2016,Kg,70,80,75
French Bean(Local),1/22/2016,Kg,50,60,55
Sword Bean,1/22/2016,Kg,30,40,35
Bitter Gourd,1/22/2016,Kg,90,100,95
Bottle Gourd,1/22/2016,Kg,30,40,35
Pointed Gourd(Local),1/22/2016,Kg,100,110,105
Pumpkin,1/22/2016,Kg,18,20,19
Squash(Long),1/22/2016,Kg,40,50,45
Okara,1/22/2016,Kg,100,110,105
Sweet Potato,1/22/2016,Kg,40,50,45
Barela,1/22/2016,Kg,35,40,37.5
Arum,1/22/2016,Kg,30,40,35
Christophine,1/22/2016,Kg,30,40,35
Brd Leaf Mustard,1/22/2016,Kg,40,50,45
Spinach Leaf,1/22/2016,Kg,50,60,55
Cress Leaf,1/22/2016,Kg,50,60,55
Mustard Leaf,1/22/2016,Kg,40,50,45
Fenugreek Leaf,1/22/2016,Kg,50,60,55
Onion Green,1/22/2016,Kg,70,80,75
Bakula,1/22/2016,Kg,60,70,65
Yam,1/22/2016,Kg,35,40,37.5
Mushroom(Kanya),1/22/2016,Kg,170,180,175
Brocauli,1/22/2016,Kg,25,30,27.5
Sugarbeet,1/22/2016,Kg,50,60,55
Red Cabbbage,1/22/2016,Kg,80,90,85
Lettuce,1/22/2016,Kg,50,60,55
Knolkhol,1/22/2016,Kg,40,50,45
Celery,1/22/2016,Kg,90,100,95
Parseley,1/22/2016,Kg,90,100,95
Fennel Leaf,1/22/2016,Kg,50,60,55
Mint,1/22/2016,Kg,80,90,85
Turnip A,1/22/2016,Kg,40,50,45
Tamarind,1/22/2016,Kg,90,100,95
Bamboo Shoot,1/22/2016,Kg,70,80,75
Tofu,1/22/2016,Kg,70,80,75
Gundruk,1/22/2016,Kg,200,210,205
Apple(Jholey),1/22/2016,Kg,80,90,85
Banana,1/22/2016,Doz,70,80,75
Lime,1/22/2016,Kg,400,450,425
Pomegranate,1/22/2016,Kg,170,180,175
Grapes(Green),1/22/2016,Kg,100,110,105
Orange(Nepali),1/22/2016,Kg,70,80,75
Water Melon(Green),1/22/2016,Kg,50,60,55
Sweet Orange,1/22/2016,Kg,70,80,75
Pineapple,1/22/2016,1 Pc,80,90,85
Cucumber(Local),1/22/2016,Kg,80,90,85
Lemon,1/22/2016,Kg,35,40,37.5
Pear(Local),1/22/2016,Kg,180,190,185
Papaya(Nepali),1/22/2016,Kg,60,70,65
Mombin,1/22/2016,Kg,35,40,37.5
Ginger,1/22/2016,Kg,40,50,45
Chilli Dry,1/22/2016,Kg,270,280,275
Chilli Green,1/22/2016,Kg,40,50,45
Capsicum,1/22/2016,Kg,40,50,45
Garlic Green,1/22/2016,Kg,90,100,95
Coriander Green,1/22/2016,Kg,90,100,95
Garlic Dry Chinese,1/22/2016,Kg,250,260,255
Garlic Dry Nepali,1/22/2016,Kg,240,250,245
Clive Dry,1/22/2016,Kg,90,100,95
Clive Green,1/22/2016,Kg,90,100,95
Fish Fresh,1/22/2016,Kg,250,260,255
Tomato Big(Nepali),1/23/2016,Kg,40,50,45
Tomato Small(Local),1/23/2016,Kg,25,30,27.5
Potato Red,1/23/2016,Kg,25,30,27.5
Potato White,1/23/2016,Kg,20,24,22
Onion Dry (Indian),1/23/2016,Kg,35,37,36
Carrot(Local),1/23/2016,Kg,30,40,35
Cabbage(Local),1/23/2016,Kg,18,24,21
Cauli Local,1/23/2016,Kg,25,35,30
Cauli Terai,1/23/2016,Kg,15,20,17.5
Raddish Red,1/23/2016,Kg,30,35,32.5
Raddish White(Local),1/23/2016,Kg,15,22,18.5
Brinjal Long,1/23/2016,Kg,35,40,37.5
Brinjal Round,1/23/2016,Kg,30,35,32.5
Green Peas,1/23/2016,Kg,60,70,65
French Bean(Local),1/23/2016,Kg,50,60,55
Sword Bean,1/23/2016,Kg,30,40,35
Bitter Gourd,1/23/2016,Kg,90,100,95
Bottle Gourd,1/23/2016,Kg,30,40,35
Pumpkin,1/23/2016,Kg,18,20,19
Squash(Long),1/23/2016,Kg,35,40,37.5
Okara,1/23/2016,Kg,100,110,105
Sweet Potato,1/23/2016,Kg,40,50,45
Barela,1/23/2016,Kg,30,40,35
Arum,1/23/2016,Kg,30,40,35
Christophine,1/23/2016,Kg,30,35,32.5
Brd Leaf Mustard,1/23/2016,Kg,40,45,42.5
Spinach Leaf,1/23/2016,Kg,50,60,55
Cress Leaf,1/23/2016,Kg,50,55,52.5
Mustard Leaf,1/23/2016,Kg,40,45,42.5
Fenugreek Leaf,1/23/2016,Kg,50,55,52.5
Onion Green,1/23/2016,Kg,70,80,75
Bakula,1/23/2016,Kg,50,60,55
Yam,1/23/2016,Kg,30,35,32.5
Mushroom(Kanya),1/23/2016,Kg,170,180,175
Brocauli,1/23/2016,Kg,25,30,27.5
Sugarbeet,1/23/2016,Kg,50,60,55
Red Cabbbage,1/23/2016,Kg,80,90,85
Lettuce,1/23/2016,Kg,50,60,55
Knolkhol,1/23/2016,Kg,40,45,42.5
Celery,1/23/2016,Kg,90,100,95
Parseley,1/23/2016,Kg,90,100,95
Fennel Leaf,1/23/2016,Kg,50,60,55
Mint,1/23/2016,Kg,80,90,85
Turnip A,1/23/2016,Kg,40,50,45
Tamarind,1/23/2016,Kg,80,90,85
Bamboo Shoot,1/23/2016,Kg,70,80,75
Tofu,1/23/2016,Kg,70,80,75
Gundruk,1/23/2016,Kg,200,210,205
Apple(Jholey),1/23/2016,Kg,80,90,85
Banana,1/23/2016,Doz,70,80,75
Lime,1/23/2016,Kg,400,450,425
Pomegranate,1/23/2016,Kg,170,180,175
Grapes(Green),1/23/2016,Kg,100,110,105
Orange(Nepali),1/23/2016,Kg,80,90,85
Water Melon(Green),1/23/2016,Kg,50,60,55
Sweet Orange,1/23/2016,Kg,70,80,75
Pineapple,1/23/2016,1 Pc,80,90,85
Cucumber(Local),1/23/2016,Kg,80,90,85
Jack Fruit,1/23/2016,Kg,70,80,75
Lemon,1/23/2016,Kg,35,40,37.5
Pear(Local),1/23/2016,Kg,180,190,185
Papaya(Nepali),1/23/2016,Kg,60,70,65
Mombin,1/23/2016,Kg,35,40,37.5
Ginger,1/23/2016,Kg,40,50,45
Chilli Dry,1/23/2016,Kg,270,280,275
Chilli Green,1/23/2016,Kg,40,50,45
Capsicum,1/23/2016,Kg,40,50,45
Garlic Green,1/23/2016,Kg,90,100,95
Coriander Green,1/23/2016,Kg,90,100,95
Garlic Dry Chinese,1/23/2016,Kg,250,260,255
Garlic Dry Nepali,1/23/2016,Kg,240,250,245
Clive Dry,1/23/2016,Kg,90,100,95
Clive Green,1/23/2016,Kg,90,100,95
Fish Fresh,1/23/2016,Kg,250,260,255
Tomato Big(Nepali),1/24/2016,Kg,40,50,45
